SAMPLE_SOURCE, SAMPLE_TRANSCRIPT, ARTIST, RECORDING, RELEASE
"Day of the Dead","'I'll have you shot...'
   'Have you lost your mind?'
   'No ma'am, have you?'
  Bang!  You're dead! [laughter]","My Life with the Thrill Kill Kult","Confessions of a Knife (Theme Part 2)","      Confessions of a Knife"
"Day of the Dead","[sounds of zombies moaning and tearing apart flesh] @ 0:00 (Note: Repeated
   from beginnining of the song, probably present throughout the song)
  [piano scale] @ 0:30","Nine Inch Nails","Reptile","Downward Spiral, The"
"Day of the Dead","You think he wants to walk around after he's dead? You think he wants to be
   one of those things? @ 0:00, 0:42, 3:03
  Sit down or, so help me god, I'll have you shot. @ 0:54","Panzer AG","Battlefield","This Is My Battlefield"
"Day of the Dead","This is a fucking war (Note: Used throughout the song)","Psychic TV","Terminate (Over the Brink Mix)",""
"Day of the Dead","Look here woman... I'm short on manpower! @ 0:01","Steril","No Remission","Transmission Pervous"
"Day of the Dead","Yes Sir!, Fuck you sir!
  Fuck you!
  This is a fucking war!","Steril","Tired of Life","Transmission Pervous"
"La Guardia, Fiorello Henry (Mayor)","(Note: The mayor of New York from 1934 to 1945. The line And say children,
     what does it all mean? is taken from a 1945 radio broadcast where the
     mayor reads out loud a Dick Tracy comic strip for children during a
     newspaper deliverer's strike. The actual source can be found here:
     <http://www.archive.org/movies/movies-details-db.php?collection=prelinger&collectionid=05538>)
  What does it all mean? @ 0:48 (Note: First occurance)","Cypress Hill","How I Could Just Kill A Man","Cypress Hill"
"La Guardia, Fiorello Henry (Mayor)","And say children, what does it all mean? @ 2:25 (Note: Last part used at
   0:23 and repeatedly onwards)","De La Soul","Magic Number, The","3 Feet High And Rising"
"La Guardia, Fiorello Henry (Mayor)","What does it all mean? @ 2:40 (Note: First occurance)","DJ Jazzy Jeff & The Fresh Prince","Dumb Dancin'","Homebase"
"La Guardia, Fiorello Henry (Mayor)","What does it all mean? @ 4:31","DJ Jazzy Jeff & The Fresh Prince","Just Rockin'","Rock The House"
"La Guardia, Fiorello Henry (Mayor)","And say children, what does it all mean? @ 5:12","","",""
"La Guardia, Fiorello Henry (Mayor)","And say children, what does it all mean? @ 4:09","","",""
"La Guardia, Fiorello Henry (Mayor)","And say children, what does it all mean? @ 4:34","","",""
"La Guardia, Fiorello Henry (Mayor)","What does it all mean? @ 1:12 (Note: First occurance)","Gang Starr","Meaning Of The Name, The","Step In The Arena"
"La Guardia, Fiorello Henry (Mayor)","What does it all mean? @ 0:40 (Note: First occurance)","Jean, Wyclef","Street Jeopardy","Carnival, The"
"Akira","I wish you'd just go away and leave me alone. @ 0:19
  ...go away and leave me alone @ 4:15","Boole","Totally Alone","Pheromones"
"Akira","[ambient music] @ 2:09, 3:40 (Note: 14-second excerpt taken from the
   track Illusion from the CD Symphonic Suite Akira, or the soundtrack
   to the film Akira performed by Geinoh Yamashirogumi.)
  [electrical buzz] @ 0:35, 0:42, 1:31, 1:38, 3:01, 3:08, 4:13, 4:18, 
   4:25 (Note: Sound effect of the light flickering on the Harukiya Bar sign)
  [high-pitched humming] @ 1:14 (Note: Sound effect taken from the
   film Akira when Tetsuo appears before Kaneda in the void as a
   flash of light)","Gravity Kills","Blame","Gravity Kills"
"Akira","The power exists in everyone.
  There's no other way!
  It's time.
  Okay let's do it.
  Do you hear me?","Pop Will Eat Itself","Karmadrome","Looks or the Lifestyle, The"
"Akira","[Breathing noise at beginning of movie] (Note: Sound effect, i.e. 0 points)","Pop Will Eat Itself","Token Drug Song","Looks or the Lifestyle, The"
"Akira","This is unit 375, reporting gang war between bikers near intersection 12, of
   expressway 14, request emergency backup @ 0:00, 4:27, 4:38
  12,000 RPMs! @ 0:58, 1:20, 1:33, 1:43, 1:54, 4:49
  'I had a dream.'
   'A dream?'
   'The city was covered by a dark shadow. It began to crumble. The people
    started to panic and then it happened: Akira came to visit us again.'
   'Akira?'
   'The city was destroyed. Many, many poeple... they had all began to die.'
   'Our city? It can't be. How?'
   'Only one boy can cause it to happen. His power is...' @ 2:25","Sonic Subjunkies","12.000 RPM","Molotov Lounge"
"Akira","You know we aren't meant to exist in the outside 
   world. @ 0:13, 1:36, 2:17, 3:26","Sunbeam","Outside World (Single Remix)","Out Of Reality"
"Akira","Uh...Tetsuo, it's time for your medicine @ 1:01","Tetsuo Chema","Eye Trauma","Mondo Tokyo"
"Akira","[A part from the song Dolls' Polyphony from the movie] @ 10:05","Underworld","Dirty Epic (Dirty Mix)","Dirty Epic (EP)"
"Akira","It was like hammering all over my skull.
  We find desolation of the human heart. It is time to repent for all...!","X Marks The Pedwalk","Desolation","Human Desolation"
"Akira","Leave me alone!","X Marks The Pedwalk","I See You","Human Desolation"
"Faster Pussycat! Kill! Kill!","Ladies and gentlemen, welcome to violence!
  What happened was true.","Beborn Beton","Bittersweet","Truth"
"Faster Pussycat! Kill! Kill!","You couldn't time that heap with an hourglass!","Millennium of the Phantom Vixens","Backdoor Children","Elektrailer Park"
"Faster Pussycat! Kill! Kill!","Wanna try me?","Millennium of the Phantom Vixens","Pinkafete and Abhor Filth","      Elektrailer Park"
"Faster Pussycat! Kill! Kill!","'Are you trying to say something?'
   'I never try anything, I just do it.' @ 1:54
  What's so exciting about racing against a clock anyway? @ 3:50","United Future Organization","Moving Shadows, The","3rd Perspective"
"Faster Pussycat! Kill! Kill!","You're all shook up, aren't you, baby?
  I never try anything. I just do it.
  Wanna try me?","White Zombie","Thunder Kiss","La Sexorcisto Devil Music Vol. 1"
"Faster Pussycat! Kill! Kill!","You're all shook up, aren't you, baby?","White Zombie","Cosmic Monsters Inc.","La Sexorcisto Devil Music Vol. 1"
"Faster Pussycat! Kill! Kill!","Let's move... but let's take the back door.","White Zombie","Welcome to Planet Motherfucker/Psychoholic Slag","      La Sexorcisto Devil Music Vol. 1"
"Faster Pussycat! Kill! Kill!","We know how fast we can go.","White Zombie","Knuckle Duster (Radio 1-A)","      La Sexorcisto Devil Music Vol. 1"
"Faster Pussycat! Kill! Kill!","I work on this baby the same way, trying to get maximum performance.","White Zombie","Black Sunshine","La Sexorcisto Devil Music Vol. 1"
"Sisters of Satan","(Note: Original title: Alucarda, la hija de las tinieblas. Also known
     as Innocents from Hell and Mark Of The Devil III.)
  Our lord and master... @ 1:07, 2:18
  Satan! @ 1:11, 2:22
  ...and this is what the Devil... @ 1:15 (Note: Repeated)","Electric Hellfire Club, The","Prince of Darkness","Calling Dr. Luv"
"Sisters of Satan","My Lord, help her!","My Life with the Thrill Kill Kult","Blue Buddha","13 Above the Night"
"Sisters of Satan","Everybody has to die
  There can be happiness beyond death","My Life with the Thrill Kill Kult","Universal Blackness","      I See Good Spirits, and I See Bad Spirits"
"Sisters of Satan","Easy, girl!","My Life with the Thrill Kill Kult","Easy Girl",""
"Sisters of Satan","Satan!
  We shall burn in hell forever. Your souls will suffer everlasting torture.
   The wrath of Satan has no mercy! Repent!","My Life with the Thrill Kill Kult","Final Blindness","13 Above the Night"
"Sisters of Satan","You've Just invoked the kingdom of darkness... and rejected God's 
   infinite wisdom! 
  God forgive you! 
  And now you deny it?","My Life with the Thrill Kill Kult","Gateway to Hell (Demo)","I See Good Spirits, and I See Bad Spirits"
"Sisters of Satan","Liars, blasphemers
  Don't listen to them, don't listen to them!
  Our lord & master!
  Satan!
  ...and this is what the Devil does!
  You liars, repent! (Note: Samples are used throughout the song)
  (Note: These samples are also used a lot in other tracks.)","My Life with the Thrill Kill Kult","Devil Does Drugs, The","Kooler than Jesus"
"Sisters of Satan","Have you taken leave of your senses? @ 5:35
  'Satan, satan!'
   'Don't listen to them! Don't listen to them!' @ 5:46 (Note: Repeated)","My Life with the Thrill Kill Kult","Kooler than Jesus","Kooler than Jesus"
"Universal Soldier","Move in and secure the objective. @ 0:00 (Note: Spoken by actor Leon Rippy)
  It's the only way to win this fucking war. @ 0:17 (Note: Spoken by actor
   Dolph Lundgren)
  Now I'm going to teach you about the chain of command
   private! @ 0:59 (Note: Spoken by actor Dolph Lundgren)
  They just killed another hostage. @ 1:09
  We have a mission to complete. @ 1:12 (Note: Spoken by actor Dolph
   Lundgren)
  I'm giving the orders from now on. @ 1:14 (Note: Spoken by actor Dolph
   Lungren)
  Kill them, motherfucking traitor. @ 1:29 (Note: Spoken by actor Dolph
   Lundgren)
  That's an order! @ 1:32 (Note: Spoken by actor Dolph Lundgren)
  Say goodnight, asshole. @ 1:36 (Note: Spoken by actor Dolph Lundgren)
  I think we should shoot her in the head. @ 1:57 (Note: Spoken by actor
   Dolph Lundgren)
  Got you now boy. @ 2:04 (Note: Spoken by actor Dolph Lundgren)
  'You're dead, soldier.'
   'No. I'm alive.' @ 2:33 (Note: Spoken by actors Dolph Lundgren and
   Jean-Claude Van Damme.)
  Stop it, you're going to kill him! [scream] @ 3:07 (Note: Spoken by actor
   Leon Rippy, screaming by actor Tico Wells)
  I'm looking for a deserter. @ 4:15 (Note: Spoken by actor Dolph Lundgren)
  (Note: Several of these samples are repeated and manipulated several times
   throughout the song.)","VNV Nation","Afterfire","Advance and Follow (v2)"
"Universal Soldier","Move in and secure the objective. @ 0:00, 1:05, 2:14 (Note: Spoken by actor
   Leon Rippy)
  I'm looking for a deserter. @ 0:12, 1:51, 4:20 (Note: Spoken by actor Dolph
   Lundgren)
  Now I'm going to teach you about the chain of commands, 
   private! @ 0:28, 1:16 (Note: Spoken by actor Dolph Lundgren)
  Might still be alive. @ 0:33
  Awaiting instructions. @ 0:40, 2:17, 3:41 (Note: Spoken by actor Dolph
   Lundgren)
  Say goodnight, asshole. @ 0:41 (Note: Spoken by actor Dolph Lundgren)
  Kill them, motherfucking traitor. @ 0:57 (Note: Spoken by actor Dolph
   Lundgren)
  That's an order! @ 0:59 (Note: Spoken by actor Dolph Lundgren)
  They just killed another hostage. @ 1:04, 3:15
  I think we should shot here in the head. @ 1:11, 3:48 (Note: Spoken by
   actor Dolph Lundgren)
  Clear! @ 1:24
  Stop it, you're going to kill him! [scream] @ 1:48, 4:14 (Note: Spoken by
   actor Leon Rippy, screaming by actor Tico Wells)
  Stand at attention, private! @ 1:56, 4:27 (Note: Spoken by actor Dolph
   Lundgren)
  It's the only way to win this fucking war. @ 1:58, 4:44 (Note: Spoken by
   actor Dolph Lundgren)
  'You're dead soldier.'
   'No. I'm alive.' @ 2:27, 2:55 (Note: Spoken by actors Dolph Lundgren and
   Jean-Claude van Damme)
  We have a mission to complete. @ 2:34, 3:36, 4:37 (Note: Spoken by actor
   Dolph Lundgren)
  I'm giving the orders from now on. @ 2:36, 3:38, 4:39 (Note: Spoken by
   actor Dolph Lundgren)
  Got you now boy. @ 2:46, 3:46 (Note: Spoken by actor Dolph Lundgren)","VNV Nation","Aftershock","Advance and Follow (v2)"
"Universal Soldier","Awaiting instructions. @ 0:00 (Note: Spoken by actor Dolph Lundgren. Sample
   is slowed and vocoded.)
  You must follow orders at all times. @ 0:28, 5:11 (Note: Spoken by actor Ed
   O'Ross)
  Cease fire, cease fire! @ 0:33 (Note: Spoken by actor Leon Rippy. Sample is
   not a loop, but actually spoken twice.)
  In position. Take aim. @ 1:30, 2:55
  Begin phase 2. @ 1:33, 2:57, 5:25 (Note: Spoken by actor Leon Rippy)","VNV Nation","Outremer","Advance and Follow (v2)"
"Cube","It's all the same machine, right? Pentagon, multinational coorporations...
   the Police. If you do one little job, you build a widget in Saskatoon, and
   the next thing you know it's two miles under the desert; the essential
   component of a deathmachine! @ 0:00","Agoraphobic Nosebleed","Pentascam Constellation","Poacher Diaries, The"
"Cube","Just wanna wake up. (Note: Used multiple times throughout the song)","Blankmove","Dreamscar","Economi$ed compilation"
"Cube","There is no conspiracy. Nobody is in charge.  Big Brother is not 
   watching you. It's a headless blunder operating under the illusion 
   of a master plan. @ 4:00 (Note: Worth) 
  I mean nobody wants to see the big picture. Life's too 
   complicated. @ 5:48 (Note: Worth)","din_fiv","Conspiracy","Escape to Reality"
"Cube","This room is green @ 0:02
  I want to go back to the blue room. @ 0:04","DJ Luna-C","Piano Progression X","Project X - 11 Reasons Why"
